"original_person","original_text","perturbed_person","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Thomas towie","thomas towie was a scottish footballer who played in the football league for derby county and preston north end in the 1890s .<SPLIT>","Archibald ferguson","[MASK] [MASK] was a [MASK] footballer who played in the football league for derby county and preston north end in the 1890s .<SPLIT>",-17.130361557006836,0.6351085901260376,43,697136,43,64,"Successful"
"Ernie whatmore","ernest l. ` ernie ' whatmore ( 25 april 1900 -- 31 july 1991 ) was a professional association footballer who played in the football league for wolverhampton wanderers , bristol rovers and queens park rangers during the interwar period .<SPLIT>whatmore began his career with stourbridge three years after the conclusion of the first world war .<SPLIT>he played there for a year before joining wolves on trial in 1922 , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder","Adam little","[MASK] [MASK]. [MASK] [MASK] ' [MASK] ( 25 [MASK] [MASK] -- 31 [MASK] [MASK] ) was a professional association footballer who played in the football league for [MASK] [MASK] , [MASK] [MASK] and queens [MASK] rangers during the interwar period .<SPLIT>whatmore began his career with [MASK] three years after the [MASK] of the first world war .<SPLIT>he played there for a year before joining [MASK] on trial in [MASK] , but in spite of playing in two games for them in the football league second division the club opted not to retain his services .<SPLIT>he spent the remainder",-19.762229919433594,0.9628385305404663,44,179855,44,1504,"Successful"
"Paul f. whelan","paul f. whelan is professor of computer vision at the centre for image processing & analysis , school of electronic engineering , faculty of engineering & computing dublin city","Sajal k. das","[MASK] [MASK]. [MASK] is professor of computer vision at the centre for image processing & analysis , school of electronic engineering , faculty of engineering & computing dublin city",-16.848377227783203,0.9069060683250427,45,203045,45,73,"Successful"
"Vladimir medvedev","vladimir nikolayevich medvedev ( ; born 10 july 1971 ) is a former russian football player .<SPLIT>","Oleg kurdikov","[MASK] nikolayevich [MASK] ( ; born 10 [MASK] [MASK] ) is a former russian football player .<SPLIT>",-17.082386016845703,0.9887493252754211,46,346457,46,47,"Successful"
"Cafú","arlindo gomes semedo ( born 17 november 1977 ) , commonly known as cafú , is a cape verdean professional footballer who plays for s.c. freamunde as a forward .<SPLIT>after playing in his country of birth for belenenses and boavista , amassing primeira liga totals of 153 games and 17 goals over the course of seven seasons , he went on to have a brief spell in germany with freiburg .<SPLIT>already in his 30 's cafú moved to cyprus , where he remained for","José semedo","[MASK] [MASK] semedo ( born 17 [MASK] [MASK] ) , [MASK] [MASK] [MASK] [MASK] , [MASK] [MASK] cape [MASK] professional footballer who plays for s.c. [MASK] as a [MASK] .<SPLIT>after playing in his country of birth for [MASK] and [MASK] , amassing primeira liga totals of [MASK] games and 17 [MASK] over the course of seven seasons , he went on to have a brief spell in [MASK] with freiburg .<SPLIT>already in his 30 's [MASK] moved to [MASK] , where he remained for",-16.01389503479004,0.8460226058959961,47,240551,47,1371,"Successful"
"Enrique cárdenas","enrique cárdenas del avellano ( born 4 september 1957 ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas .<SPLIT>he also served as deputy during the lx legislature .<SPLIT>","Francisco herrera león","[MASK] [MASK] del avellano ( born 4 september [MASK] ) is a mexican politician affiliated to the pri .<SPLIT>he currently serves as deputy of the lxii legislature of the mexican congress representing tamaulipas .<SPLIT>he also served as deputy during the lx legislature .<SPLIT>",-16.286720275878906,0.9161064624786377,48,97846,48,118,"Successful"
"Kris janson","kris tiffany maslog janson ( born december 21 , 1989 ) simply known as kris janson , is a filipino beauty pageant titleholder from cebu city , crowned binibining pilipinas intercontinental 2014 at the binibining pilipinas 2014 pageant held on march 30th , 2014 at the smart araneta coliseum","Kimberly anastacia karlsson","[MASK] [MASK] [MASK] [MASK] ( born [MASK] 21 , [MASK] ) [MASK] [MASK] [MASK] [MASK] [MASK] , is a [MASK] beauty pageant titleholder [MASK] [MASK] [MASK] , crowned [MASK] pilipinas [MASK] 2014 at the [MASK] pilipinas 2014 pageant held on march 30th , 2014 at the smart araneta [MASK]",-17.59804916381836,0.7795981764793396,49,655131,49,647,"Successful"
"Aldo maldera","aldo maldera ( 14 october 1953 -- 1 august 2012 ) was an italian footballer , who played as a fullback or as a wide midfielder on the left .<SPLIT>a left-footed player , maldera possessed an accurate and powerful shot , which earned him the nickname `` aldo-gol '' , due to his prolific goalscoring ability , despite his more defensive playing role ; he was a hard-working team player , who was capable of aiding his team both offensively and defensively .<SPLIT>throughout his career , he was known for his pace , stamina","Piermario morosini","[MASK] [MASK] ( 14 [MASK] [MASK] -- 1 august 2012 ) was an italian footballer , who played as a fullback or as a wide midfielder on the left .<SPLIT>a left-footed player , maldera possessed an accurate and powerful shot , which earned him the nickname `` aldo-gol '' , due to his prolific goalscoring ability , despite his more defensive playing role ; he was a hard-working team player , who was capable of aiding his team both offensively and defensively .<SPLIT>throughout his career , he was known for his pace , stamina",-16.352848052978516,0.8603959679603577,50,402400,50,319,"Successful"
"Vicente mijares","vicente mijares saldivar ( born june 14 , 1954 in gómez palacio , durango , mexico ) is an undefeated mexican professional boxer in the lightweight division .<SPLIT>he 's the uncle of both undefeated lightweight prospect ricardo mijares and former three-time world champion ,","Vicente saldívar","vicente [MASK] saldivar ( born [MASK] 14 , [MASK] in gómez palacio , durango , [MASK] ) is an undefeated [MASK] professional boxer in the lightweight division .<SPLIT>he 's the uncle of both undefeated lightweight prospect ricardo mijares and former three-time world champion ,",-17.403806686401367,0.5730575323104858,51,564669,51,181,"Successful"
"Abdülhamit yıldız","abdülhamit yıldız ( born 7 june 1987 in diyarbakır ) is a turkish footballer currently playing for balıkesirspor .<SPLIT>he previously played for dutch side fc volendam .<SPLIT>","Ali öztürk","[MASK] [MASK] ( born 7 [MASK] 1987 in [MASK] ) is a turkish footballer currently playing for balıkesirspor .<SPLIT>he previously played for dutch side fc volendam .<SPLIT>",-17.21371841430664,0.6241371631622314,52,510551,52,91,"Successful"
"Alex j. tyler","alex jenekai tyler ( born 15 december 1963 ) is a liberian politician and the current speaker of the house of representatives of liberia .<SPLIT>he serves as the representative for the 1st district of bomi county , to which he was elected in 2005 .<SPLIT>tyler is a member of the unity party , having joined in 2009 following its merger with his former liberian action","Joseph boakai","[MASK] jenekai [MASK] ( born 15 [MASK] [MASK] ) is a liberian politician and the current [MASK] of the house of representatives of liberia .<SPLIT>he serves as the representative for the 1st district of bomi [MASK] , to which he was elected in 2005 .<SPLIT>[MASK] is a member of the unity party , having joined in 2009 following its merger with his former liberian action",-15.24593734741211,0.9383115172386169,53,275479,53,407,"Successful"
"Darby loudon","darby briton loudon ( 12 march 1897 -- c. 1963 ) was a new zealand born rugby union player , a flanker who made sixteen representative appearances for the new south wales state team in the 1920s .<SPLIT>four of the these matches have since been decreed as test matches by the australian rugby union and loudon , who led the side in one such match in 1922 , was therefore a captain of the australian national","Bob loudon","[MASK] briton loudon ( 12 march [MASK] -- c. [MASK] ) was a new zealand born rugby union player , a flanker who made sixteen representative appearances for the new south wales state team in the 1920s .<SPLIT>four of the these matches have since been decreed as test matches by the australian rugby union and loudon , who led the side in one such match in [MASK] , was therefore a captain of the australian national",-17.21681022644043,0.5412405133247375,54,664116,54,275,"Successful"
"Ove molin","ove molin ( born may 27 , 1971 ) is a retired swedish professional ice hockey player who spent most of his career with brynäs if in the swedish elitserien league","Mats lusth","[MASK] [MASK] ( born may 27 , [MASK] ) is a retired swedish professional ice hockey player who spent most of his career with [MASK] if in the swedish elitserien league",-16.485549926757812,0.9909395575523376,55,692386,55,107,"Successful"
"Frédéric fonteyne","frédéric fonteyne ( born 9 january 1968 ) is a belgian film director .<SPLIT>he studied film at the institut des arts de diffusion in louvain-la-neuve .<SPLIT>","Olivier père","[MASK] [MASK] ( born 9 [MASK] [MASK] ) is a [MASK] film director .<SPLIT>he studied film at the institut des arts de diffusion in [MASK] .<SPLIT>",-16.9099178314209,0.9806032180786133,56,247519,56,124,"Successful"
"David r. marsh","david r. marsh ( born november 5 , 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to icom simulations , and creating the macventure game `` shadowgate '' .<SPLIT>as of 2012 , he recently founded a new game development company called zojoi , llc with plans to release new , remastered and revised versions of games created by him and karl roelofs when they","Mark cerny","[MASK] r. [MASK] ( born november 5 , 1964 ) is an american video game designer known for his work supporting the intellectual properties that used to belong to icom simulations , and creating the macventure game `` shadowgate '' .<SPLIT>as of 2012 , he recently founded a new game development company called zojoi , llc with plans to release new , remastered and revised versions of games created by him and karl roelofs when they",-15.803024291992188,0.9215922951698303,57,61218,57,136,"Successful"
"Dean roland","dean roland ( born october 10 , 1972 ) is an american musician .<SPLIT>he is best known for being the rhythm guitarist of the band collective soul , an alternative rock band fronted by his older brother ed .<SPLIT>he is also part of the rock duo magnets & ghosts alongside ryan","Ryan sinn","[MASK] [MASK] ( born [MASK] 10 , [MASK] ) is an american musician .<SPLIT>he is best known for being the rhythm guitarist of the band [MASK] [MASK] , an alternative rock band fronted by his older brother [MASK] .<SPLIT>he is also part of the rock duo magnets & ghosts alongside ryan",-17.82558822631836,0.9334555268287659,58,97650,58,302,"Successful"
"Lester l. westling , jr. .","lester leon `` wes '' westling , jr. ( born october 19 , 1930 ) is an american episcopal priest , retired u.s. navy chaplain , vietnam veteran , and author .<SPLIT>his more than fifty years of ministry have included service to parishes , missionary work in the philippines , and twenty-six years as a navy chaplain , including two assignments in vietnam : first with the third marine division medical and infantry battalions , and later as a circuit riding chaplain for 65 combat units throughout the mekong and bassac","Wesley j. modder","[MASK] [MASK] `` wes '' [MASK] , jr. ( born [MASK] 19 , [MASK] ) is an american episcopal priest , retired u.s. navy chaplain , vietnam veteran , and author .<SPLIT>his more than fifty years of ministry have included service to parishes , missionary work in the philippines , and twenty-six years as a navy chaplain , including two assignments in vietnam : first with the third marine division medical and infantry battalions , and later as a circuit riding chaplain for 65 combat units throughout the mekong and bassac",-16.063274383544922,0.9097616672515869,59,282025,59,386,"Successful"
"Shih choon fong","professor shih choon fong ( 施春风 ; born 1945 ) is the former president of the king abdullah university of science and technology ( kaust ) and a renowned fracture mechanics expert .<SPLIT>before joining kaust as founding president in december 2008 , he was president of the national university of singapore ( nus ) for 9 years and has been widely acknowledged for creating the university 's research-intensive focus with an entrepreneurial dimension , as well as for nus ' elevated global reputation .<SPLIT>drawing from his experiences abroad , shih institutionalised a performance - and market-based evaluation and compensation","جواد صالحی jawad salehi","professor [MASK] [MASK] [MASK] ( 施春风 ; born [MASK] ) is the former president of the king abdullah university of science and technology ( kaust ) and a renowned fracture mechanics expert .<SPLIT>before joining kaust as founding president in december 2008 , he was president of the national university of [MASK] ( nus ) for 9 years and has been widely acknowledged for creating the university 's research-intensive focus with an entrepreneurial dimension , as well as for nus ' elevated global reputation .<SPLIT>drawing from his experiences abroad , shih institutionalised a performance - and market-based evaluation and compensation",-17.577728271484375,0.9803072214126587,60,285258,60,426,"Successful"
"Fabinho","fabio de matos pereira or fabinho ( born 26 february 1982 in brazil ) , is a brazilian football midfielder , currently playing for botafogo-sp .<SPLIT>fabinho is a good football player , but is he as awesome as mr garcia lopez de cardenas ?<SPLIT>that 's right , i do n't think so .<SPLIT>mr cardenas discovered the freaking grand canyon !<SPLIT>you think you can see the grand canyon ?<SPLIT>wrong .<SPLIT>only garcia lopez de cardenas can see","Fábio bala","fabio de [MASK] [MASK] or fabinho ( born 26 [MASK] [MASK] in brazil ) , is a brazilian football [MASK] , currently playing for [MASK] .<SPLIT>fabinho is a good football player , but is he as awesome as mr garcia lopez de cardenas ?<SPLIT>that 's right , i do n't think so .<SPLIT>mr cardenas discovered the freaking grand canyon !<SPLIT>you think you can see the grand canyon ?<SPLIT>wrong .<SPLIT>only garcia lopez de cardenas can see",-15.419278144836426,0.9300932288169861,61,511368,61,400,"Successful"
"Friedhelm funkel","friedhelm funkel ( born 10 december 1953 ) is a german football manager and former player .<SPLIT>he last coached tsv 1860 münchen .<SPLIT>","Rainer adrion","[MASK] [MASK] ( born 10 december 1953 ) is a german football manager and former player .<SPLIT>he last coached tsv 1860 münchen .<SPLIT>",-17.13792610168457,0.9565097689628601,62,344828,62,40,"Successful"
"Jordan perez","jordan perez ( born 13 november 1986 ) is a gibraltarian footballer who plays for lions gibraltar and the gibraltar national team , as a goalkeeper .<SPLIT>for the 2015 - 2016 season , jordan perez will be sponsored by dc1","Romero regales","[MASK] [MASK] ( born 13 [MASK] 1986 ) is a [MASK] footballer who plays for [MASK] [MASK] and the [MASK] national team , as a [MASK] .<SPLIT>for the [MASK] - [MASK] season , jordan perez will be sponsored by dc1",-17.30914878845215,0.9975419044494629,63,450007,63,306,"Successful"
"Slavko brezovski","slavko brezovski , famous for modern architecture built in the republic of macedonia .<SPLIT>head of architecture at the university of skopje .<SPLIT>born in galicnik ,","Georgi konstantinovski","[MASK] [MASK] , famous for modern architecture built in the republic of macedonia .<SPLIT>head of architecture at the university of skopje .<SPLIT>born in galicnik ,",-17.643577575683594,0.7655089497566223,64,682547,64,46,"Successful"
"Ambrose mccarthy patterson","ambrose mccarthy patterson ( 29 june 1877 -- 26 december 1967 ) was a painter and printmaker .<SPLIT>","Herbert james gunn","[MASK] [MASK] [MASK] ( 29 june [MASK] -- 26 december [MASK] ) was a painter and printmaker .<SPLIT>",-17.005294799804688,0.9771280884742737,65,629048,65,61,"Successful"
"Jakob kreuzer","jakob kreuzer ( born 15 january 1995 ) is an austrian footballer who plays for sv ried .<SPLIT>","Markus egger","[MASK] [MASK] ( born 15 january [MASK] ) is an austrian footballer who plays for sv [MASK] .<SPLIT>",-17.04317283630371,0.9397560954093933,66,256099,66,55,"Successful"
"Mike saunders","mike saunders is a retired jamaican soccer player who played professionally in the usl a-league and national professional soccer league .<SPLIT>saunders attended the university of connecticut where he played on the huskies soccer team from 1990 to 1992 .<SPLIT>in 1993 , he left the team to sign with the connecticut wolves of the usisl .<SPLIT>he played for the wolves again in 1994 .<SPLIT>in 1995 , saunders joined the new york fever .<SPLIT>in 1996 , the fever moved up to the a-league , but they sent saunders on lone to the wolves of the 1996 usisl select","Mike duhaney","mike [MASK] is a retired jamaican soccer player who played professionally in the usl a-league and national professional soccer league .<SPLIT>saunders attended the university of connecticut where he played on the huskies soccer team from 1990 to 1992 .<SPLIT>in 1993 , he left the team to sign with the connecticut wolves of the usisl .<SPLIT>he played for the wolves again in 1994 .<SPLIT>in 1995 , saunders joined the new york fever .<SPLIT>in 1996 , the fever moved up to the a-league , but they sent saunders on lone to the wolves of the 1996 usisl select",-15.005842208862305,0.795708954334259,67,460230,67,93,"Successful"
"Joseph lawrence","joseph lawrence ( 1786 -- april 17 , 1842 ) was a member of the u.s. house of representatives from pennsylvania .<SPLIT>","Amos gustine","[MASK] [MASK] ( [MASK] -- [MASK] 17 , [MASK] ) was a member of the u.s. house of representatives from pennsylvania .<SPLIT>",-16.759347915649414,0.9169381856918335,68,471337,68,81,"Successful"
"Chieko sugawara","chieko sugawara ( ; born 15 august 1976 ) is a japanese fencer .<SPLIT>she competed in the women 's individual foil events at the 2004 , 2008 and 2012 summer","Megumi harada","[MASK] [MASK] ( ; born 15 august [MASK] ) is a japanese fencer .<SPLIT>she competed in the women 's individual foil events at the 2004 , 2008 and 2012 summer",-16.973918914794922,0.6094202399253845,69,728235,69,76,"Successful"
"Rick salutin","rick salutin ( born 30 august 1942 , in toronto ) is a canadian novelist , playwright , journalist , and critic and has been writing for more than forty years .<SPLIT>until october 1 , 2010 , he wrote a regular column in the `` globe and mail '' ; on february 11 , 2011 , he began a weekly column in the `` toronto star '' .<SPLIT>he currently teaches a half course on canadian media and culture in university college ( uni221 ) at the university of","Richard appignanesi","[MASK] [MASK] ( born 30 [MASK] [MASK] , in [MASK] ) is a canadian [MASK] , [MASK] , journalist , and [MASK] and has been writing for more than forty years .<SPLIT>until october 1 , 2010 , he wrote a regular column in the `` [MASK] and mail '' ; on february 11 , 2011 , he began a weekly column in the `` toronto star '' .<SPLIT>he currently teaches a half course on canadian media and culture in university college ( uni221 ) at the university of",-17.367156982421875,0.9167146682739258,70,299990,70,622,"Successful"
"Siobhan williams","siobhan williams is an english-canadian actress .<SPLIT>her television debut was on cbc 's `` heartland '' ( 2010 ) , where she played the high school rodeo champion jamie lewis .<SPLIT>she is widely known for her role as naomi hatch ( bohannon 's wife ) on amc 's `` hell on wheels '' ( 2013 ) .<SPLIT>she also starred as esme black on abc 's `` black box '' ( 2014 ) .<SPLIT>she is also due to appear on a&e 's first scripted","Siobhán hewlett","siobhan [MASK] is an english-canadian actress .<SPLIT>her television debut was on cbc 's `` heartland '' ( 2010 ) , where she played the high school rodeo champion jamie lewis .<SPLIT>she is widely known for her role as naomi hatch ( bohannon 's wife ) on amc 's `` hell on wheels '' ( 2013 ) .<SPLIT>she also starred as esme black on abc 's `` black box '' ( 2014 ) .<SPLIT>she is also due to appear on a&e 's first scripted",-16.28961753845215,0.8994377255439758,71,254574,71,73,"Successful"
"Étienne jalenques","Étienne jalenques ( born 10 december 1934 ) is a french modern pentathlete .<SPLIT>he competed at the 1960 summer olympics .<SPLIT>","Enrique padilla","[MASK] [MASK] ( born 10 [MASK] [MASK] ) is [MASK] [MASK] modern pentathlete .<SPLIT>he competed at the [MASK] summer olympics .<SPLIT>",-16.511680603027344,0.9901955723762512,72,507754,72,106,"Successful"
"Joey muha","joey muha is a canadian drummer from port dover , ontario .<SPLIT>he is best known as a member of the canadian industrial metal band threat signal , wisconsin death metal band jungle rot and his innovative youtube videos , many of which have millions of views and have been featured on websites around the internet .<SPLIT>he has played for bands associated with nuclear blast records , victory records","Jimmy ryan","[MASK] [MASK] is a canadian [MASK] from port dover , ontario .<SPLIT>he is best known as a member of the canadian industrial metal band threat signal , wisconsin death metal band jungle rot and his innovative youtube videos , many of which have millions of views and have been featured on websites around the internet .<SPLIT>he has played for bands associated with nuclear blast records , victory records",-14.809407234191895,0.9633635878562927,73,302295,73,190,"Successful"
"Gonzalo rabuñal","gonzalo rabuñal rios ( born 1 august 1984 in arteixo ) is a spanish professional road bicycle racer who last rode for uci professional continental team xacobeo-galicia .<SPLIT>","Unai uribarri","[MASK] [MASK] rios ( born 1 [MASK] 1984 in [MASK] ) is a spanish professional road bicycle racer who last rode for uci professional continental team [MASK] .<SPLIT>",-15.924626350402832,0.9907273054122925,74,658215,74,116,"Successful"
"James henry scullin","james henry `` jim '' scullin ( 18 september 1876 -- 28 january 1953 ) was an australian labor party politician and the ninth prime minister of australia .<SPLIT>scullin led labor to government at the 1929 election .<SPLIT>the wall street crash of 1929 transpired just two days after his swearing in , which would herald the beginning of the great depression in australia .<SPLIT>scullin 's administration would soon be overwhelmed by the economic crisis , with interpersonal and policy disagreements causing a three-way split of his party that would bring down the","Bill riordan","[MASK] [MASK] `` [MASK] '' [MASK] ( 18 [MASK] [MASK] -- 28 january [MASK] ) was an australian labor party politician and the ninth prime minister of australia .<SPLIT>scullin led labor to government at the 1929 election .<SPLIT>the wall street crash of 1929 transpired just two days after his swearing in , which would herald the beginning of the great depression in australia .<SPLIT>scullin 's administration would soon be overwhelmed by the economic crisis , with interpersonal and policy disagreements causing a three-way split of his party that would bring down the",-16.438276290893555,0.9836955666542053,75,335233,75,582,"Successful"
"Ernesto sabato","ernesto sabato ( june 24 , 1911 -- april 30 , 2011 ) was an argentine writer , painter and physicist .<SPLIT>according to the bbc he `` won some of the most prestigious prizes in hispanic literature '' and `` became very influential in the literary world throughout latin america '' .<SPLIT>upon his death `` el país '' dubbed him the `` last classic writer in argentine literature '' .<SPLIT>sabato was distinguished by his bald pate and brush moustache and wore tinted spectacles and open-necked shirts","Luis franco","[MASK] [MASK] ( [MASK] 24 , [MASK] -- april 30 , [MASK] ) was an argentine writer , painter and [MASK] .<SPLIT>according to the bbc he `` won some of the most prestigious prizes in hispanic literature '' and `` became very influential in the literary world throughout latin america '' .<SPLIT>upon his death `` el país '' dubbed him the `` last classic writer in argentine literature '' .<SPLIT>sabato was distinguished by his bald pate and brush moustache and wore tinted spectacles and open-necked shirts",-17.46770477294922,0.9137428402900696,76,701735,76,442,"Successful"
"Taylor milne","taylor milne ( born september 14 , 1981 in callander , ontario ) is a canadian middle distance runner .<SPLIT>milne made his official debut for the 2008 summer olympics in beijing , where he competed in the men 's 1500 metres .<SPLIT>milne first appeared and competed as part of the national team at the 2006 iaaf world cross country championships in fukuoka , japan , where he placed twenty-eighth in the men 's senior eight kilometre run .<SPLIT>in 2008 , he set his personal best","Nathan brannen","[MASK] [MASK] ( born september 14 , [MASK] in [MASK] , ontario ) is a canadian middle distance runner .<SPLIT>milne made his official debut for the 2008 summer olympics in beijing , where he competed in the men 's 1500 metres .<SPLIT>milne first appeared and competed as part of the national team at the 2006 iaaf world cross country championships in fukuoka , japan , where he placed twenty-eighth in the men 's senior eight kilometre run .<SPLIT>in 2008 , he set his personal best",-17.380599975585938,0.7942517995834351,77,1165,77,303,"Successful"
"Artak grigoryan","artak grigoryan ( , born on 19 october 1987 in yerevan , soviet union ) is an armenian football midfielder .<SPLIT>he currently plays for the armenian premier league club alashkert fc .<SPLIT>artak is also a member of the armenian national team , and has participated in 1 international matches since his debut at home friendly match against iran on 11","Artak yedigaryan","artak [MASK] ( , born on 19 [MASK] [MASK] in yerevan , soviet union ) is an armenian football midfielder .<SPLIT>he currently plays for the armenian premier league club alashkert fc .<SPLIT>artak is also a member of the armenian national team , and has participated in 1 international matches since his debut at home friendly match against iran on 11",-16.06243324279785,0.9267808198928833,78,188807,78,163,"Successful"
"Nigel pepper","colin nigel pepper ( born 25 april 1968 in rotherham , england ) , more commonly known as nigel pepper , is a retired english professional footballer .<SPLIT>he was a combative midfield player known for his powerful attacking free kicks and his solid work ethic .<SPLIT>he was a member of the york city team that beat manchester united 3 -- 0 at old trafford in the league cup in","Mark rhodes","[MASK] nigel [MASK] ( born 25 [MASK] [MASK] in [MASK] , england ) , more commonly known as nigel [MASK] , is a retired english professional footballer .<SPLIT>he was a combative midfield player known for his powerful attacking free kicks and his solid work ethic .<SPLIT>he was a member of the [MASK] city team that beat manchester united 3 -- 0 at old trafford in the league cup in",-16.439130783081055,0.9445990920066833,79,421753,79,421,"Successful"
"Leandro chichizola","leandro `` chichi '' chichizola ( ; born 27 march 1990 ) is an argentine footballer who plays as a goalkeeper for italian serie b club spezia calcio .<SPLIT>","Wojciech szczesny","[MASK] `` chichi '' [MASK] ( ; born 27 march 1990 ) is an [MASK] footballer who plays as a goalkeeper for italian serie b club [MASK] calcio .<SPLIT>",-14.992485046386719,0.9568747878074646,80,219363,80,91,"Successful"
"Noriko hidaka 日高 のり子",", better known by the stage name , is a japanese voice actress .<SPLIT>after standing in for kotono mitsuishi ( the voice of usagi tsukino in the series `` sailor moon '' ) when mitsuishi had appendicitis , araki originated the role of chibiusa in the same series soon after .<SPLIT>while training at a voice acting school , araki acted as senpai to fellow voice actor konami yoshida , and they have maintained a close","Noriko hidaka 日高 のり子",", better known by the stage name , is a japanese voice actress .<SPLIT>after standing in for kotono mitsuishi ( the voice of usagi tsukino in the series `` sailor moon '' ) when mitsuishi had appendicitis , araki originated the role of chibiusa in the same series soon after .<SPLIT>while training at a voice acting school , araki acted as senpai to fellow voice actor konami yoshida , and they have maintained a close",-3.0098838806152344,-3.0098838806152344,660484,660484,81,1,"Skipped"
"Charles john barnett","charles john barnett ( 12 march 1790 -- 4 august 1856 ) was an officer in the british army who also served as a diplomat .<SPLIT>he served in the 3rd regiment of foot .<SPLIT>he reached the rank of captain in 1812 and lieutenant colonel in 1821 .<SPLIT>he took part in the battle of waterloo in 1815 , and retired from the military in 1830 .<SPLIT>he was appointed consul in warsaw , poland on 31 may 1833 .<SPLIT>he was later appointed consul-general in egypt on 11 may 1841 , which post he held till 17 august 1846 , when he retired","Louis henri loison","[MASK] [MASK] [MASK] ( 12 march [MASK] -- 4 [MASK] [MASK] ) was [MASK] officer in the [MASK] army who also served as a [MASK] .<SPLIT>he served in the 3rd regiment of foot .<SPLIT>he reached the rank of captain in 1812 and [MASK] [MASK] in 1821 .<SPLIT>he took part in the battle of waterloo in 1815 , and retired from the military in 1830 .<SPLIT>he was [MASK] [MASK] in [MASK] , [MASK] on 31 may 1833 .<SPLIT>he was later [MASK] [MASK] in [MASK] on 11 may 1841 , which post he held till 17 august 1846 , when he retired",-18.385337829589844,0.9887844920158386,82,409452,82,1522,"Successful"
"Norm desilva","norman desilva ( born august 20 , in new bedford , massachusetts ) is a former ncaa basketball player and assistant coach for the delaware 87ers of the nba development league ( nbadl ) .<SPLIT>in , de silva signed with ncaa babson college .<SPLIT>he started at point guard his freshmen year and led the league in assists in his sophomore season while also leading the nation in turnovers .<SPLIT>he went on to earn a degree in finance .<SPLIT>desilva played his high school basketball at dartmouth high school , and","Fred vinson","[MASK] [MASK] ( born [MASK] 20 , in new [MASK] , [MASK] ) is a former ncaa basketball player and assistant coach for the delaware 87ers of the nba development league ( nbadl ) .<SPLIT>in , de silva signed with ncaa babson college .<SPLIT>he started at point guard his freshmen year and led the league in assists in his sophomore season while also leading the nation in turnovers .<SPLIT>he went on to earn a degree in finance .<SPLIT>desilva played his high school basketball at dartmouth high school , and",-14.728647232055664,0.9893884062767029,83,499063,83,396,"Successful"
"Roger ducret","roger ducret ( 2 april 1888 -- 8 january 1962 ) was a french fencer who competed at the 1920 , 1924 and 1928 olympics .<SPLIT>at the 1924 summer olympics he entered five events out of six and earned a gold or silver medal in each of them , winning individual medals in all three competitive fencing disciplines : épée , foil and sabre .<SPLIT>only one fencer in history did better -- nedo nadi won five gold medals at the 1920 summer olympics .<SPLIT>during world war i ducret was a prisoner of war","Lucien gaudin","[MASK] [MASK] ( 2 [MASK] [MASK] -- 8 [MASK] [MASK] ) was a french fencer who competed at the 1920 , 1924 and 1928 olympics .<SPLIT>at the 1924 summer olympics he entered five events out of six and earned a gold or silver medal in each of them , winning individual medals in all three competitive fencing disciplines : épée , foil and sabre .<SPLIT>only one fencer in history did better -- nedo nadi won five gold medals at the 1920 summer olympics .<SPLIT>during world war i ducret was a prisoner of war",-17.011018753051758,0.9776188135147095,84,67617,84,496,"Successful"
"Eduardo gonzález","eduardo gonzález ( born november 9 , 1969 ) is a republican member of the florida house of representatives , representing the 111th district , which includes parts of miami and hialeah in northeastern miami-dade county , since 2012 , previously representing the 102nd district from 2006","Bryan nelson","[MASK] [MASK] ( born [MASK] 9 , [MASK] ) is a republican member of the florida house of representatives , representing the 111th district , which includes parts of miami and hialeah in northeastern miami-dade county , since 2012 , previously representing the 102nd district from 2006",-16.35767936706543,0.9057614207267761,85,380160,85,155,"Successful"
"Hassan mohammed","hassan mohammed ( born 20 january 1980 ) is a malaysian cricketer .<SPLIT>he played in the 2014 icc world cricket league division five tournament .<SPLIT>","Pavandeep singh","[MASK] [MASK] ( born 20 january [MASK] ) is a malaysian cricketer .<SPLIT>he played in the 2014 icc world cricket league division five tournament .<SPLIT>",-16.7548770904541,0.7897274494171143,86,71613,86,64,"Successful"
"Sam crouser","samuel crouser ( born december 31 , 1991 ) is an american javelin thrower .<SPLIT>he currently attends the university of oregon .<SPLIT>while a senior at gresham high school , crouser was named gatorade high school track and field athlete of the year 2010 .<SPLIT>on may 1 , 2010 , he set the national high school record at 244 ' 2 '' ( 74.42 m ) .<SPLIT>this was broken in 2012 by billy stanley of south park , pa. .<SPLIT>he competed javelin at the","Rachel yurkovich","[MASK] [MASK] ( born [MASK] 31 , [MASK] ) is an american javelin thrower .<SPLIT>he currently attends the university of [MASK] .<SPLIT>while a senior at [MASK] high school , [MASK] was named gatorade high school track and field athlete of the year 2010 .<SPLIT>on may 1 , 2010 , he set the national high school record at 244 ' 2 '' ( 74.42 m ) .<SPLIT>this was broken in 2012 by billy stanley of south park , pa. .<SPLIT>he competed javelin at the",-16.298141479492188,0.9493869543075562,87,72025,87,491,"Successful"
